"Kod";"Nazwa";"urodzenia żywe na 1000 ludności;2002;[-]";"urodzenia żywe na 1000 ludności;2003;[-]";"urodzenia żywe na 1000 ludności;2004;[-]";"urodzenia żywe na 1000 ludności;2005;[-]";"urodzenia żywe na 1000 ludności;2006;[-]";"urodzenia żywe na 1000 ludności;2007;[-]";"urodzenia żywe na 1000 ludności;2008;[-]";"urodzenia żywe na 1000 ludności;2009;[-]";"urodzenia żywe na 1000 ludności;2010;[-]";"urodzenia żywe na 1000 ludności;2011;[-]";"urodzenia żywe na 1000 ludności;2012;[-]";"urodzenia żywe na 1000 ludności;2013;[-]";"urodzenia żywe na 1000 ludności;2014;[-]";"urodzenia żywe na 1000 ludności;2015;[-]";"urodzenia żywe na 1000 ludności;2016;[-]";"urodzenia żywe na 1000 ludności;2017;[-]";"urodzenia żywe na 1000 ludności;2018;[-]";"urodzenia żywe na 1000 ludności;2019;[-]";"urodzenia żywe na 1000 ludności;2020;[-]";
0000000;"POLSKA";9,25;9,19;9,33;9,55;9,81;10,18;10,87;10,95;10,73;10,08;10,02;9,60;9,75;9,60;9,95;10,46;10,11;9,77;;
